"DATA_YEAR","OFFENSE_ID","INCIDENT_ID","OFFENSE_TYPE_ID","ATTEMPT_COMPLETE_FLAG","LOCATION_ID","NUM_PREMISES_ENTERED","METHOD_ENTRY_CODE"
2016,105979239,87450073,16,"C",4,,""
2016,105977066,87860514,16,"C",36,,""
2016,105978213,87444736,5,"A",38,,""
2016,105979279,87450949,5,"C",11,,""
2016,105988215,84141120,5,"C",38,,""
2016,105989305,85484584,5,"C",11,,""
2016,105989329,85484610,5,"C",2,,""
2016,105992632,83684332,16,"C",11,,""
2016,105992676,83684378,16,"C",11,,""
2016,105993740,83689865,5,"C",4,,""
2016,105980449,88046682,5,"C",36,,""
2016,105980496,88046887,5,"C",38,,""
2016,105981572,86096963,16,"C",11,,""
2016,105986112,85450973,5,"C",38,,""
2016,105988275,84141176,5,"C",11,,""
2016,105990540,87456227,5,"C",4,,""
2016,105991614,87462520,5,"C",38,,""
2016,105993826,83484655,5,"C",4,,""
2016,105981670,85390030,5,"C",11,,""
2016,105983847,87220662,16,"C",11,,""
2016,105983886,87221543,5,"C",38,,""
2016,105986164,85451018,5,"C",38,,""
2016,105986169,85451023,5,"C",11,,""
2016,105988351,84142133,5,"C",11,,""
2016,105988385,84142165,5,"C",11,,""
2016,105989446,84818825,5,"C",6,,""
2016,105989496,86391159,5,"C",6,,""
2016,105992778,83684491,5,"C",11,,""
2016,105992795,83685391,16,"C",11,,""
2016,105993877,83497933,5,"C",38,,""
2016,105994975,85087963,16,"C",11,,""
2016,105994994,85087978,5,"C",11,,""
2016,105979500,87452018,5,"C",38,,""
2016,105979504,87452022,5,"C",38,,""
2016,105979511,87452028,16,"C",11,,""
2016,105980584,88046964,5,"C",6,,""
2016,105981726,83805832,5,"C",6,,""
2016,105983944,87221595,5,"C",36,,""
2016,105985150,85445402,5,"C",11,,""
2016,105985156,85445408,5,"C",38,,""
2016,105990610,87456302,5,"C",38,,""
2016,105990653,87456344,5,"C",36,,""
2016,105990665,87456359,5,"C",38,,""
2016,105990672,87456367,5,"C",38,,""
2016,105991776,87462687,5,"C",4,,""
2016,105996194,87075656,5,"C",4,,""
2016,105981790,83805885,5,"C",11,,""
2016,105984043,87221681,5,"C",38,,""
2016,105985219,85445471,5,"C",38,,""
2016,105991843,87463601,5,"C",11,,""
2016,105995164,87329561,5,"C",11,,""
2016,105996235,87075697,5,"C",11,,""
2016,105979636,87452152,5,"C",38,,""
2016,105980758,86764681,5,"C",11,,""
2016,105980777,86764699,5,"C",38,,""
2016,105985276,85445526,16,"C",38,,""
2016,105989645,86392177,5,"C",11,,""
2016,105989658,86392191,5,"C",11,,""
2016,105989675,86392204,5,"C",11,,""
2016,105989682,86392210,5,"C",4,,""
2016,105990796,87457375,5,"C",11,,""
2016,105994076,87449246,16,"C",40,,""
2016,105994122,87449280,5,"C",11,,""
2016,105995179,87330435,5,"C",11,,""
2016,105980782,86764702,5,"C",38,,""
2016,105980785,86764705,5,"C",38,,""
2016,105983027,82986652,5,"C",2,,""
2016,105983051,83034230,16,"C",40,,""
2016,105983055,83034236,16,"C",40,,""
2016,105983064,83034246,16,"C",40,,""
2016,105984154,87222653,5,"C",38,,""
2016,105984169,87222671,5,"C",38,,""
2016,105984173,87222674,16,"C",38,,""
2016,105985326,85446502,16,"C",38,,""
2016,105985332,85446510,5,"C",2,,""
2016,105996363,87076683,5,"C",38,,""
2016,105980860,86765641,5,"C",38,,""
2016,105980885,86765662,5,"C",11,,""
2016,105982017,87328528,5,"C",2,,""
2016,105983073,83034254,16,"C",40,,""
2016,105983112,83034292,16,"C",40,,""
2016,105984225,87222725,5,"C",4,,""
2016,105984237,87222735,16,"C",11,,""
2016,105989786,86393237,16,"C",11,,""
2016,105991999,87464610,5,"C",38,,""
2016,105994207,87449353,16,"C",40,,""
2016,105995320,86909319,5,"C",11,,""
2016,105995332,86909329,16,"C",38,,""
2016,105995369,86909366,5,"C",11,,""
2016,105979821,87453191,5,"C",43,,""
2016,105980934,86765709,5,"C",38,,""
2016,105986565,87597316,5,"C",36,,""
2016,105987664,87447173,5,"C",11,,""
2016,105989898,85093140,5,"C",11,,""
2016,105994306,88047581,5,"C",6,,""
2016,105995376,86909373,5,"C",38,,""
2016,105995380,86909376,5,"C",38,,""
2016,105996495,87076803,5,"C",11,,""
2016,105996529,82987849,5,"C",11,,""
2016,105996530,82987850,5,"C",11,,""
2016,105996532,82987852,5,"C",11,,""
2016,105996544,82987864,5,"C",11,,""
2016,105983267,83035319,5,"C",38,,""
2016,105989941,85094006,5,"C",6,,""
2016,105989972,85094043,5,"C",38,,""
2016,105989984,85094054,16,"C",11,,""
2016,105991043,87458497,5,"C",4,,""
2016,105993290,83687661,5,"C",11,,""
2016,105995445,86909441,5,"C",11,,""
2016,105981104,88047314,16,"C",38,,""
2016,105981110,88047321,16,"C",36,,""
2016,105983290,83035340,5,"C",38,,""
2016,105983315,83035365,5,"C",11,,""
2016,105983319,83035370,16,"C",40,,""
