"DATA_YEAR","AGENCY_ID","INCIDENT_ID","NIBRS_MONTH_ID","CARGO_THEFT_FLAG","SUBMISSION_DATE","INCIDENT_DATE","REPORT_DATE_FLAG","INCIDENT_HOUR","CLEARED_EXCEPT_ID","CLEARED_EXCEPT_DATE","INCIDENT_STATUS","DATA_HOME","ORIG_FORMAT","DID"
2019,11768,117067076,8198920,"",21-OCT-19,28-AUG-19,"",13,6,,0,"C","F",58685114
2019,11768,117062440,8206582,"N",21-OCT-19,17-SEP-19,"",14,6,,0,"C","F",58685065
2019,11768,117067049,8145286,"N",21-OCT-19,07-JAN-19,"",19,6,,0,"C","F",58685076
2019,11768,117062457,8206582,"N",21-OCT-19,22-SEP-19,"",11,6,,0,"C","F",58685121
2019,11768,106097257,8152948,"",12-MAR-19,08-FEB-19,"",15,6,,0,"C","F",37215053
2019,11768,113675205,8191258,"",26-AUG-19,04-JUL-19,"",6,6,,0,"C","F",50900178
2019,11768,121078165,8229568,"",24-FEB-20,23-DEC-19,"",21,6,,0,"C","F",66722806
2019,11768,111594468,8168272,"",28-MAY-19,18-APR-19,"",9,6,,0,"C","F",47373091
2019,11768,117066988,8198920,"N",21-OCT-19,07-AUG-19,"",13,6,,0,"C","F",58684987
2019,11768,106097263,8152948,"",12-MAR-19,22-FEB-19,"",11,6,,0,"C","F",37222624
2019,11768,111596623,8152948,"N",28-MAY-19,06-FEB-19,"",9,6,,0,"C","F",47373103
2019,11768,111579018,8160610,"",28-MAY-19,22-MAR-19,"",8,6,,0,"C","F",47357800
2019,11768,106092581,8152948,"",12-MAR-19,08-FEB-19,"",3,6,,0,"C","F",37215055
2019,11768,106097260,8152948,"N",12-MAR-19,21-FEB-19,"",15,6,,0,"C","F",37215060
2019,11768,106091064,8152948,"N",12-MAR-19,15-FEB-19,"",17,6,,0,"C","F",37215056
2019,11768,113680080,8191258,"",26-AUG-19,19-JUL-19,"",9,6,,0,"C","F",50904547
2019,11768,113682037,8191258,"N",26-AUG-19,22-JUL-19,"",6,6,,0,"C","F",50904555
2019,11768,113682040,8191258,"N",26-AUG-19,22-JUL-19,"",10,6,,0,"C","F",50907196
2019,11768,113680094,8191258,"",26-AUG-19,30-JUL-19,"",5,6,,0,"C","F",50904580
2019,11768,113675212,8191258,"N",26-AUG-19,16-JUL-19,"",12,6,,0,"C","F",50900185
2019,11768,113680071,8191258,"N",26-AUG-19,03-JUL-19,"",8,6,,0,"C","F",50907160
2019,11768,113682041,8191258,"N",26-AUG-19,24-JUL-19,"",12,6,,0,"C","F",50904561
2019,11768,113682032,8191258,"",26-AUG-19,20-JUL-19,"",11,6,,0,"C","F",50907187
2019,11768,113675241,8191258,"N",26-AUG-19,28-JUL-19,"",8,6,,0,"C","F",50900212
2019,11768,112856624,8183596,"",19-JUL-19,06-JUN-19,"",16,6,,0,"C","F",49514542
2019,11768,112856682,8183596,"",19-JUL-19,19-JUN-19,"",21,6,,0,"C","F",49506518
2019,11768,112848904,8183596,"",19-JUL-19,14-JUN-19,"",10,6,,0,"C","F",49506507
2019,11768,112848883,8175934,"",19-JUL-19,01-MAY-19,"",18,6,,0,"C","F",49514535
2019,11768,112856610,8183596,"N",19-JUL-19,03-JUN-19,"",10,6,,0,"C","F",49514534
2019,11768,112856661,8183596,"",19-JUL-19,11-JUN-19,"",16,6,,0,"C","F",49506502
2019,11768,112856681,8175934,"N",19-JUL-19,28-MAY-19,"",16,6,,0,"C","F",49506516
2019,11768,112856606,8160610,"N",19-JUL-19,28-MAR-19,"",9,6,,0,"C","F",49520610
2019,11768,112856687,8183596,"",19-JUL-19,23-JUN-19,"",4,6,,0,"C","F",49520740
2019,11768,112852504,8183596,"",19-JUL-19,25-JUN-19,"",17,6,,0,"C","F",49514599
2019,11768,112856617,8175934,"N",19-JUL-19,02-MAY-19,"",9,6,,0,"C","F",49520630
2019,11768,112856607,8168272,"",19-JUL-19,28-APR-19,"",21,6,,0,"C","F",49520611
2019,11768,106097262,8145286,"N",12-MAR-19,11-JAN-19,"",13,6,,0,"C","F",37218338
2019,11768,106097265,8152948,"",12-MAR-19,27-FEB-19,"",11,6,,0,"C","F",37215059
2019,11768,106091063,8152948,"N",12-MAR-19,12-FEB-19,"",12,6,,0,"C","F",37218333
2019,11768,106092582,8152948,"N",12-MAR-19,09-FEB-19,"",9,6,,0,"C","F",37218335
2019,11768,106092585,8152948,"N",12-MAR-19,17-FEB-19,"",9,6,,0,"C","F",37222622
2019,11768,106097258,8152948,"N",12-MAR-19,09-FEB-19,"",6,6,,0,"C","F",37222621
2019,11768,111594463,8168272,"N",28-MAY-19,10-APR-19,"",15,6,,0,"C","F",47368013
2019,11768,111596624,8145286,"",28-MAY-19,12-JAN-19,"",20,6,,0,"C","F",47373100
2019,11768,111587152,8160610,"",28-MAY-19,09-MAR-19,"",16,6,,0,"C","F",47352947
2019,11768,111591576,8160610,"N",28-MAY-19,29-MAR-19,"",14,6,,0,"C","F",47345913
2019,11768,111591572,8152948,"",28-MAY-19,14-FEB-19,"",20,6,,0,"C","F",47357796
2019,11768,111589765,8168272,"",28-MAY-19,10-APR-19,"",10,6,,0,"C","F",47368015
2019,11768,111594466,8168272,"N",28-MAY-19,30-APR-19,"",10,6,,0,"C","F",47368017
2019,11768,111591570,8145286,"",28-MAY-19,13-JAN-19,"",11,6,,0,"C","F",47357795
2019,11768,111591575,8160610,"N",28-MAY-19,04-MAR-19,"",15,6,,0,"C","F",47352946
2019,11768,111587151,8160610,"",28-MAY-19,05-MAR-19,"",18,6,,0,"C","F",47357798
2019,11768,111591573,8152948,"N",28-MAY-19,08-FEB-19,"",11,6,,0,"C","F",47352940
2019,11768,111587148,8145286,"N",28-MAY-19,31-JAN-19,"",3,6,,0,"C","F",47352939
2019,11768,111587149,8160610,"",28-MAY-19,03-MAR-19,"",12,6,,0,"C","F",47352944
2019,11768,111587146,8152948,"N",28-MAY-19,28-FEB-19,"",15,6,,0,"C","F",47345910
2019,11768,111579017,8152948,"",28-MAY-19,20-FEB-19,"",11,6,,0,"C","F",47352941
2019,11768,111591574,8160610,"N",28-MAY-19,01-MAR-19,"",11,6,,0,"C","F",47345911
2019,11768,111587150,8160610,"",28-MAY-19,14-MAR-19,"",12,6,,0,"C","F",47357799
2019,11768,111579020,8160610,"",28-MAY-19,13-MAR-19,"",21,6,,0,"C","F",47357802
2019,11768,111589764,8160610,"",28-MAY-19,21-MAR-19,"",16,6,,0,"C","F",47365889
2019,11768,111596616,8168272,"",28-MAY-19,04-APR-19,"",19,6,,0,"C","F",47373088
2019,11768,111589771,8160610,"",28-MAY-19,03-MAR-19,"",0,6,,0,"C","F",47373106
2019,11768,117066973,8198920,"N",21-OCT-19,05-AUG-19,"",7,6,,0,"C","F",58414594
2019,11768,116954548,8160610,"N",21-OCT-19,24-MAR-19,"",21,6,,0,"C","F",58684993
2019,11768,117067000,8198920,"N",21-OCT-19,17-AUG-19,"",7,6,,0,"C","F",58685007
2019,11768,117067017,8198920,"N",21-OCT-19,20-AUG-19,"",8,6,,0,"C","F",58414600
2019,11768,117067060,8198920,"N",21-OCT-19,24-AUG-19,"",10,6,,0,"C","F",58685091
2019,11768,117067071,8145286,"N",21-OCT-19,15-JAN-19,"",12,6,,0,"C","F",58678854
2019,11768,117067078,8145286,"",21-OCT-19,16-JAN-19,"",3,6,,0,"C","F",58685116
2019,11768,117067082,8145286,"",21-OCT-19,17-JAN-19,"",18,6,,0,"C","F",58678864
2019,11768,117067113,8206582,"",21-OCT-19,23-SEP-19,"",21,6,,0,"C","F",58678881
2019,11768,117062465,8206582,"N",21-OCT-19,25-SEP-19,"",16,6,,0,"C","F",58685184
2019,11768,117067127,8206582,"",21-OCT-19,28-SEP-19,"",20,6,,0,"C","F",58685194
2019,11768,117067048,8198920,"",21-OCT-19,24-AUG-19,"",10,6,,0,"C","F",58685072
2019,11768,117067030,8198920,"N",21-OCT-19,21-AUG-19,"",13,6,,0,"C","F",58414601
2019,11768,117067032,8206582,"",21-OCT-19,16-SEP-19,"",17,6,,0,"C","F",58678832
2019,11768,117067040,8198920,"",21-OCT-19,22-AUG-19,"",14,6,,0,"C","F",58685056
2019,11768,117067053,8206582,"N",21-OCT-19,17-SEP-19,"",14,6,,0,"C","F",58678844
2019,11768,117067099,8145286,"",21-OCT-19,19-JAN-19,"",18,6,,0,"C","F",58685146
2019,11768,117067090,8145286,"N",21-OCT-19,18-JAN-19,"",15,6,,0,"C","F",58685137
2019,11768,117062461,8145286,"",21-OCT-19,21-JAN-19,"",15,6,,0,"C","F",58685157
2019,11768,117067019,8206582,"",21-OCT-19,15-SEP-19,"",18,6,,0,"C","F",58678822
2019,11768,117062448,8145286,"",21-OCT-19,11-JAN-19,"",22,6,,0,"C","F",58685093
2019,11768,117067117,8145286,"N",21-OCT-19,30-JAN-19,"",9,6,,0,"C","F",58678883
2019,11768,112856671,8183596,"",19-JUL-19,15-JUN-19,"",22,6,,0,"C","F",49520710
2019,11768,112856647,8183596,"",19-JUL-19,10-JUN-19,"",10,6,,0,"C","F",49520667
2019,11768,112856626,8175934,"",19-JUL-19,06-MAY-19,"",16,6,,0,"C","F",49506483
2019,11768,112852502,8175934,"",19-JUL-19,31-MAY-19,"",16,6,,0,"C","F",49520737
2019,11768,112856703,8183596,"N",19-JUL-19,26-JUN-19,"",6,6,,0,"C","F",49521528
2019,11768,112856658,8175934,"",19-JUL-19,19-MAY-19,"",14,6,,0,"C","F",49520684
2019,11768,112852512,8183596,"N",19-JUL-19,28-JUN-19,"",10,6,,0,"C","F",49514610
2019,11768,112856638,8175934,"",19-JUL-19,12-MAY-19,"",13,6,,0,"C","F",49520653
2019,11768,112856630,8183596,"",19-JUL-19,07-JUN-19,"",9,6,,0,"C","F",49514549
2019,11768,112848897,8175934,"N",19-JUL-19,17-MAY-19,"",11,6,,0,"C","F",49520663
2019,11768,112848900,8175934,"",19-JUL-19,19-MAY-19,"",10,6,,0,"C","F",49514565
2019,11768,112856676,8175934,"N",19-JUL-19,23-MAY-19,"",17,6,,0,"C","F",49520713
2019,11768,117066981,8206582,"N",21-OCT-19,04-SEP-19,"",12,6,,0,"C","F",58678799
2019,11768,117062463,8206582,"N",21-OCT-19,23-SEP-19,"",10,6,,0,"C","F",58678870
2019,11768,118984770,8221906,"",30-DEC-19,01-NOV-19,"",14,6,,0,"C","F",62563433
2019,11768,118984793,8221906,"N",30-DEC-19,29-NOV-19,"",15,6,,0,"C","F",62559837
2019,11768,118175337,8214244,"N",03-DEC-19,28-OCT-19,"",13,6,,0,"C","F",60997028
2019,11768,118175339,8214244,"",03-DEC-19,31-OCT-19,"",12,6,,0,"C","F",60997030
2019,11768,118170722,8214244,"N",03-DEC-19,22-OCT-19,"",15,6,,0,"C","F",60993675
2019,11768,118170717,8214244,"",03-DEC-19,18-OCT-19,"",23,6,,0,"C","F",60993661
2019,11768,118178680,8214244,"N",03-DEC-19,20-OCT-19,"",10,6,,0,"C","F",60997019
2019,11768,118175329,8214244,"",03-DEC-19,19-OCT-19,"",23,6,,0,"C","F",60997018
2019,11768,118984780,8221906,"",30-DEC-19,06-NOV-19,"",22,6,,0,"C","F",62556481
2019,11768,118984776,8221906,"N",30-DEC-19,04-NOV-19,"",15,6,,0,"C","F",62563444
2019,11768,118984791,8221906,"",30-DEC-19,24-NOV-19,"",13,6,,0,"C","F",62556508
2019,11768,118979891,8221906,"",30-DEC-19,08-NOV-19,"",2,6,,0,"C","F",62556484
2019,11768,118984787,8221906,"",30-DEC-19,14-NOV-19,"",14,6,,0,"C","F",62563467
2019,11768,118984796,8221906,"N",30-DEC-19,30-NOV-19,"",15,6,,0,"C","F",62556518
2019,11768,118979879,8214244,"",30-DEC-19,15-OCT-19,"",21,6,,0,"C","F",62556470
